InstNr,InstNavn,OptNr,OptNavn,I_alt,Uoplyst,STX,HF,HHX,HTX,Andet_udland,EUD,IB,Eux,Andet
6500,UCL Erhvervsakademi og Professionshøjskole,76200,"It-teknolog, Odense C, Studiestart: sommerstart",52,1,12,20,5,7,1,3,,3,0
6500,UCL Erhvervsakademi og Professionshøjskole,77060,"Jordbrugsteknolog, Odense C, Studiestart: sommerstart",23,,6,8,1,1,,2,,5,0
6500,UCL Erhvervsakademi og Professionshøjskole,78210,"Laborant, Odense C, Studiestart: sommerstart",32,,10,16,,5,,,,0,1
6500,UCL Erhvervsakademi og Professionshøjskole,79210,"Markedsføringsøkonom, Odense C, Studiestart: sommerstart",109,1,21,15,52,7,1,2,,10,0
6500,UCL Erhvervsakademi og Professionshøjskole,81310,"Multimediedesigner, Odense C, Studiestart: sommerstart",93,,34,23,13,10,2,3,,5,3
6500,UCL Erhvervsakademi og Professionshøjskole,83110,"Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Odense C, Studiestart: sommerstart",25,,5,4,1,1,2,11,,0,1
6500,UCL Erhvervsakademi og Professionshøjskole,83160,"Procesteknolog (ernærings-, fødevare-, mejeri- og procesteknologi), Vejle, Studiestart: sommerstart",15,,1,5,,1,,7,,0,1
6500,UCL Erhvervsakademi og Professionshøjskole,84110,"Produktionsteknolog, Odense C, Studiestart: sommerstart",12,,1,4,2,1,,4,,0,0
6500,UCL Erhvervsakademi og Professionshøjskole,86110,"Serviceøkonom, Odense C, Studiestart: sommerstart",49,,22,13,3,4,,2,,5,0
6500,UCL Erhvervsakademi og Professionshøjskole,86118,"Serviceøkonom, Svendborg, Studiestart: sommerstart",4,,1,2,,,,,,0,1
6500,UCL Erhvervsakademi og Professionshøjskole,86130,"Serviceøkonom, Vejle, Studiestart: sommerstart",16,,7,5,1,1,,,,2,0
6500,UCL Erhvervsakademi og Professionshøjskole,87060,"Logistikøkonom , Vejle, Studiestart: sommerstart",21,,7,3,7,1,,2,,1,0
6500,UCL Erhvervsakademi og Professionshøjskole,89060,"Sundhedsadministrativ koordinator, Odense C, Studiestart: sommerstart",40,1,10,16,7,1,,4,,0,1
7000,Professionshøjskolen VIA University College,40060,"Professionsbachelor, psykomotorik, Randers C, Studiestart: sommer- og vinterstart",41,2,19,11,2,1,,4,,0,2
7000,Professionshøjskolen VIA University College,40670,"Professionsbachelor, bioanalytiker, Aarhus N, Studiestart: sommer- og vinterstart",129,,66,42,1,14,,1,1,0,4
7000,Professionshøjskolen VIA University College,41160,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Horsens, Studiestart: sommer- og vinterstart",87,,24,17,8,6,2,20,,7,3
7000,Professionshøjskolen VIA University College,41165,"Bachelor of Architectural Technology and Construction Management, Horsens, Study start: Summer start",34,,,,,,17,,5,0,12
7000,Professionshøjskolen VIA University College,41170,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aarhus C, Studiestart: sommer- og vinterstart",252,,76,40,47,13,2,46,2,19,7
7000,Professionshøjskolen VIA University College,41215,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Holstebro, Studiestart: sommer- og vinterstart",35,,4,9,3,5,1,7,1,4,1
7000,Professionshøjskolen VIA University College,42100,"Professionsbachelor, ergoterapeut, Holstebro, Studiestart: sommer- og vinterstart",22,,5,15,,1,,,,0,1
7000,Professionshøjskolen VIA University College,42120,"Professionsbachelor, ergoterapeut, Aarhus N, Studiestart: sommer- og vinterstart",120,,56,34,17,6,,3,1,2,1
7000,Professionshøjskolen VIA University College,44306,"Professionsbachelor, procesøkonomi og værdikædeledelse , Horsens, Studiestart: sommerstart",0,,,,,,,,,0,0
7000,Professionshøjskolen VIA University College,44311,"Professionsbachelor, procesøkonomi og værdikædeledelse , Aarhus C, Studiestart: sommerstart",100,,27,9,53,2,1,,3,5,0
7000,Professionshøjskolen VIA University College,45210,"Professionsbachelor, ernæring og sundhed, Aarhus N, Studiestart: sommerstart",105,,62,26,6,5,1,4,,0,1
7000,Professionshøjskolen VIA University College,46126,"Professionsbachelor, folkeskolelærer, Holstebro, Studiestart: sommerstart",29,,11,12,1,3,,,,1,1
7000,Professionshøjskolen VIA University College,46130,"Professionsbachelor, folkeskolelærer, Lemvig, Studiestart: sommerstart",14,,5,2,2,2,2,,,0,1
7000,Professionshøjskolen VIA University College,46132,"Professionsbachelor, folkeskolelærer, Lemvig, E-læring, Studiestart: sommerstart",27,1,8,7,7,,,1,,1,2
7000,Professionshøjskolen VIA University College,46140,"Professionsbachelor, folkeskolelærer, Skive, Studiestart: sommerstart",37,2,11,11,7,4,,1,,0,1
7000,Professionshøjskolen VIA University College,46150,"Professionsbachelor, folkeskolelærer, Aarhus C, Studiestart: sommerstart",483,,321,66,61,21,3,,2,6,3
7000,Professionshøjskolen VIA University College,46160,"Professionsbachelor, folkeskolelærer, Silkeborg, Studiestart: sommer- og vinterstart",72,,34,22,6,7,,,,2,1
7000,Professionshøjskolen VIA University College,47120,"Professionsbachelor, fysioterapeut, Holstebro, Studiestart: sommer- og vinterstart",62,,28,18,8,4,1,,1,1,1
7000,Professionshøjskolen VIA University College,47140,"Professionsbachelor, fysioterapeut, Aarhus N, Studiestart: sommer- og vinterstart",144,,98,21,11,4,6,,3,0,1
7000,Professionshøjskolen VIA University College,49220,"Diplomingeniør, eksport og teknologi, Horsens, Studiestart: sommerstart",0,,,,,,,,,0,0
7000,Professionshøjskolen VIA University College,49225,"Diplomingeniør, eksport og teknologi, Aarhus C, Studiestart: sommerstart",62,,29,2,29,,1,,,0,1
7000,Professionshøjskolen VIA University College,49310,"Diplomingeniør, byggeri og anlæg, Horsens, Studiestart: sommer- og vinterstart",40,,17,9,1,7,,,,3,3
7000,Professionshøjskolen VIA University College,49319,"Diplomingeniør, softwareteknologi, Horsens, Studiestart: sommerstart",36,,4,6,3,19,1,,,1,2
7000,Professionshøjskolen VIA University College,49320,"Bachelor of Engineering in Software Technology, Horsens, Study start: Summer start",84,,1,,,,51,,10,0,22
7000,Professionshøjskolen VIA University College,49325,"Diplomingeniør, maskinteknologi, Horsens, Studiestart: sommer- og vinterstart",21,,4,1,2,4,,,2,1,7
7000,Professionshøjskolen VIA University College,49340,"Diplomingeniør, produktion (produktionsteknik), Horsens, Studiestart: sommerstart",14,,7,1,,4,,,,1,1
7000,Professionshøjskolen VIA University College,49700,"Diplomingeniør, Klima og forsyningsteknik, Horsens, Studiestart: sommerstart",13,,2,4,1,4,,1,,1,0
7000,Professionshøjskolen VIA University College,49705,"Bachelor of Engineering in Climate and Supply Engineering, Horsens, Study start: Summer start",24,,1,,,,9,,1,0,13
7000,Professionshøjskolen VIA University College,50610,"Bachelor of Animation, Viborg, Study start: Summer start",53,3,11,5,,4,19,,4,0,7
7000,Professionshøjskolen VIA University College,50630,"Professionsbachelor, Multiplatform Storytelling and Production, Aarhus C, Studiestart: sommerstart",30,,20,4,,6,,,,0,0
7000,Professionshøjskolen VIA University College,50860,"Professionsbachelor, kristendom, kultur og kommunikation, Højbjerg, Studiestart: sommerstart",20,2,13,2,3,,,,,0,0
7000,Professionshøjskolen VIA University College,52640,"Professionsbachelor, offentlig administration, Aarhus C, Studiestart: sommerstart",68,,28,14,11,2,4,1,1,6,1
7000,Professionshøjskolen VIA University College,52643,"Professionsbachelor, offentlig administration, Aarhus C, E-læring, Studiestart: sommerstart",19,,6,10,2,,,,,1,0
7000,Professionshøjskolen VIA University College,53240,"Professionsbachelor, pædagog, Ikast, Studiestart: sommer- og vinterstart",72,2,16,29,5,2,,4,,0,14
7000,Professionshøjskolen VIA University College,53250,"Professionsbachelor, pædagog, Holstebro, Studiestart: sommer- og vinterstart",87,1,21,45,7,2,1,3,1,3,3
7000,Professionshøjskolen VIA University College,53260,"Professionsbachelor, pædagog, Aarhus C, Studiestart: sommer- og vinterstart",458,,229,100,53,11,4,13,1,12,35
7000,Professionshøjskolen VIA University College,53273,"Professionsbachelor, pædagog, Grenaa, Studiestart: sommerstart",24,1,4,14,1,1,,,,2,1
7000,Professionshøjskolen VIA University College,53275,"Professionsbachelor, pædagog, Randers C, Studiestart: sommer- og vinterstart",136,2,34,46,13,5,,6,2,8,20
7000,Professionshøjskolen VIA University College,53280,"Professionsbachelor, pædagog, Horsens, Studiestart: sommer- og vinterstart",104,1,36,39,10,2,1,3,,8,4
7000,Professionshøjskolen VIA University College,53290,"Professionsbachelor, pædagog, Viborg, Studiestart: sommer- og vinterstart",82,1,23,36,4,2,,2,,6,8
7000,Professionshøjskolen VIA University College,53292,"Professionsbachelor, pædagog, Viborg, E-læring, Studiestart: sommerstart",58,4,10,18,7,2,,4,,5,8
7000,Professionshøjskolen VIA University College,54550,"Professionsbachelor, diakoni og socialpædagogik, Højbjerg, Studiestart: sommer- og vinterstart",70,,25,29,8,1,2,,1,1,3
7000,Professionshøjskolen VIA University College,54810,"Professionsbachelor, skat, Herning, Studiestart: sommerstart",7,,2,,3,,1,,,0,1
7000,Professionshøjskolen VIA University College,54830,"Professionsbachelor, skat, Randers C, Studiestart: sommerstart",14,,2,4,4,,,1,,2,1
7000,Professionshøjskolen VIA University College,55310,"Professionsbachelor, socialrådgiver, Aarhus C, Studiestart: sommer- og vinterstart",300,1,151,69,41,,3,9,,8,18
7000,Professionshøjskolen VIA University College,55313,"Professionsbachelor, socialrådgiver, Aarhus C, E-læring, Studiestart: sommerstart",68,1,15,25,5,1,,5,,4,12
7000,Professionshøjskolen VIA University College,55320,"Professionsbachelor, socialrådgiver, Holstebro, Studiestart: sommer- og vinterstart",80,,20,26,5,3,3,9,,4,10
7000,Professionshøjskolen VIA University College,56290,"Professionsbachelor, sygeplejerske, Herning, Studiestart: sommerstart",32,,15,7,5,,1,3,,1,0
7000,Professionshøjskolen VIA University College,56300,"Professionsbachelor, sygeplejerske, Holstebro, Studiestart: sommer- og vinterstart",57,1,20,23,2,2,2,2,2,2,1
7000,Professionshøjskolen VIA University College,56340,"Professionsbachelor, sygeplejerske, Aarhus N, Studiestart: sommer- og vinterstart",316,,236,41,18,3,3,6,2,1,6
7000,Professionshøjskolen VIA University College,56360,"Professionsbachelor, sygeplejerske, Silkeborg, Studiestart: sommer- og vinterstart",67,,28,22,10,,,,1,3,3
7000,Professionshøjskolen VIA University College,56370,"Professionsbachelor, sygeplejerske, Horsens, Studiestart: sommer- og vinterstart",98,,50,36,3,2,1,3,,2,1
7000,Professionshøjskolen VIA University College,56380,"Professionsbachelor, sygeplejerske, Viborg, Studiestart: sommer- og vinterstart",63,,23,18,7,2,2,2,1,4,4
7000,Professionshøjskolen VIA University College,56385,"Professionsbachelor, sygeplejerske, Viborg, E-læring, Studiestart: sommerstart",37,1,11,16,1,,,4,1,2,1
7000,Professionshøjskolen VIA University College,56400,"Professionsbachelor, sygeplejerske, Randers C, Studiestart: sommer- og vinterstart",83,,36,29,5,,,3,1,5,4
7000,Professionshøjskolen VIA University College,57360,"Professionsbachelor, tekstildesign, -håndværk og formidling, Herning, Studiestart: sommerstart",0,,,,,,,,,0,0
7000,Professionshøjskolen VIA University College,73110,"Designteknolog, Herning, Studiestart: sommerstart",205,,105,24,43,14,2,12,1,4,0
7000,Professionshøjskolen VIA University College,73115,"AP Graduate in Design, Technology and Business, Herning, Study start: Summer start",88,,,,,,57,,14,0,17
7000,Professionshøjskolen VIA University College,79460,"Markedsføringsøkonom, Horsens, Studiestart: sommerstart",33,,18,3,8,1,1,,,2,0
7000,Professionshøjskolen VIA University College,84360,"Produktionsteknolog, Horsens, Studiestart: sommerstart",3,,1,,,,,1,,0,1
7000,Professionshøjskolen VIA University College,88160,"Kort- og landmålingstekniker, Horsens, Studiestart: sommerstart",29,,7,9,,3,,8,,1,1
7000,Professionshøjskolen VIA University College,89080,"Sundhedsadministrativ koordinator, Aarhus C, Studiestart: sommer- og vinterstart",80,1,28,16,10,1,2,13,,6,3
7000,Professionshøjskolen VIA University College,89086,"Sundhedsadministrativ koordinator, Viborg, Studiestart: sommer- og vinterstart",31,2,7,10,4,1,,4,,2,1
7500,Professionshøjskolen University College Nordjylland,40690,"Professionsbachelor, bioanalytiker, Hjørring, Studiestart: sommerstart",30,,9,14,,5,,,,0,2
7500,Professionshøjskolen University College Nordjylland,40692,"Professionsbachelor, bioanalytiker, Hjørring, Studiestart: vinterstart",30,,8,10,,7,,,1,0,4
7500,Professionshøjskolen University College Nordjylland,41210,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aalborg SV, Studiestart: sommerstart",105,,31,14,4,14,1,35,,4,2
7500,Professionshøjskolen University College Nordjylland,41211,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Aalborg SV, Studiestart: vinterstart",29,,9,4,4,1,,10,,1,0
7500,Professionshøjskolen University College Nordjylland,41590,"Professionsbachelor, eksport og teknologi, Aalborg, Studiestart: sommerstart",16,,7,2,2,2,1,1,,1,0
7500,Professionshøjskolen University College Nordjylland,42140,"Professionsbachelor, ergoterapeut, Aalborg Øst, Studiestart: sommerstart",40,,17,11,4,4,,1,,1,2
7500,Professionshøjskolen University College Nordjylland,42142,"Professionsbachelor, ergoterapeut, Aalborg Øst, Studiestart: vinterstart",15,,9,3,1,2,,,,0,0
7500,Professionshøjskolen University College Nordjylland,45880,"Professionsbachelor, finans, Aalborg, Studiestart: sommerstart",104,,31,8,48,10,1,,,5,1
7500,Professionshøjskolen University College Nordjylland,46170,"Professionsbachelor, folkeskolelærer, Aalborg SØ, Studiestart: sommerstart",217,1,128,40,20,13,3,1,1,6,4
7500,Professionshøjskolen University College Nordjylland,46180,"Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: sommerstart",39,,16,14,5,3,,,,1,0
7500,Professionshøjskolen University College Nordjylland,46185,"Professionsbachelor, folkeskolelærer, Hjørring, Studiestart: vinterstart",4,,,1,1,,,,,1,1
7500,Professionshøjskolen University College Nordjylland,47160,"Professionsbachelor, fysioterapeut, Aalborg Øst, Studiestart: sommerstart",75,,31,12,8,10,9,,,2,3
7500,Professionshøjskolen University College Nordjylland,47162,"Professionsbachelor, fysioterapeut, Aalborg Øst, Studiestart: vinterstart",75,,47,8,10,5,2,,2,1,0
7500,Professionshøjskolen University College Nordjylland,50020,"Professionsbachelor, jordemoder, Aalborg Øst, Studiestart: sommerstart",40,,26,6,4,1,,1,,1,1
7500,Professionshøjskolen University College Nordjylland,50022,"Professionsbachelor, jordemoder, Aalborg Øst, Studiestart: vinterstart",40,,27,6,3,,1,1,,1,1
7500,Professionshøjskolen University College Nordjylland,52510,"Professionsbachelor, natur- og kulturformidling, Hjørring, Studiestart: sommerstart",27,,14,10,1,2,,,,0,0
7500,Professionshøjskolen University College Nordjylland,52650,"Professionsbachelor, offentlig administration, Aalborg, Studiestart: sommerstart",37,,9,15,4,1,,1,,7,0
7500,Professionshøjskolen University College Nordjylland,53300,"Professionsbachelor, pædagog, Aalborg SØ, Studiestart: sommerstart",196,1,86,52,13,6,5,3,1,10,19
7500,Professionshøjskolen University College Nordjylland,53302,"Professionsbachelor, pædagog, Aalborg SØ, Studiestart: vinterstart",119,1,43,47,11,3,,2,,5,7
7500,Professionshøjskolen University College Nordjylland,53330,"Professionsbachelor, pædagog, Hjørring, Studiestart: sommerstart",79,1,9,32,8,3,3,1,,3,19
7500,Professionshøjskolen University College Nordjylland,53332,"Professionsbachelor, pædagog, Hjørring, Studiestart: vinterstart",26,,9,6,4,2,,,,2,3
7500,Professionshøjskolen University College Nordjylland,53340,"Professionsbachelor, pædagog, Thisted, Studiestart: sommerstart",35,1,7,15,1,,,1,,5,5
7500,Professionshøjskolen University College Nordjylland,53342,"Professionsbachelor, pædagog, Thisted, Studiestart: vinterstart",7,,4,2,,,,,,0,1
7500,Professionshøjskolen University College Nordjylland,54060,"Professionsbachelor, radiograf, Aalborg Øst, Studiestart: sommerstart",35,,16,4,4,6,,,2,0,3
7500,Professionshøjskolen University College Nordjylland,54062,"Professionsbachelor, radiograf, Aalborg Øst, Studiestart: vinterstart",35,1,17,10,3,2,,,2,0,0
7500,Professionshøjskolen University College Nordjylland,56390,"Professionsbachelor, sygeplejerske, Thisted, Studiestart: sommerstart",29,,6,12,2,1,2,1,,2,3
7500,Professionshøjskolen University College Nordjylland,56420,"Professionsbachelor, sygeplejerske, Aalborg Øst, Studiestart: sommerstart",118,1,69,20,7,12,1,2,1,0,5
7500,Professionshøjskolen University College Nordjylland,56422,"Professionsbachelor, sygeplejerske, Aalborg Øst, Studiestart: vinterstart",86,,54,8,8,6,2,,2,1,5
7500,Professionshøjskolen University College Nordjylland,56440,"Professionsbachelor, sygeplejerske, Hjørring, Studiestart: sommerstart",61,,22,18,4,5,,4,,4,4
7500,Professionshøjskolen University College Nordjylland,56442,"Professionsbachelor, sygeplejerske, Hjørring, Studiestart: vinterstart",17,,10,4,,1,,2,,0,0
7500,Professionshøjskolen University College Nordjylland,70390,"Automationsteknolog, Aalborg SV, Studiestart: sommerstart",27,1,7,4,2,3,,7,,1,2
7500,Professionshøjskolen University College Nordjylland,71810,"Datamatiker, Aalborg SV, Studiestart: sommerstart",80,,25,16,8,22,,4,,2,3
7500,Professionshøjskolen University College Nordjylland,71812,"Datamatiker, Aalborg SV, Studiestart: vinterstart",11,,5,2,2,1,,,,0,1
7500,Professionshøjskolen University College Nordjylland,73160,"Designteknolog, Aalborg SV, Studiestart: sommerstart",76,,31,17,8,8,,3,3,3,3
7500,Professionshøjskolen University College Nordjylland,73390,"Energiteknolog, Aalborg SV, Studiestart: sommerstart",3,,2,,,,,,,0,1
7500,Professionshøjskolen University College Nordjylland,74160,"Finansøkonom, Aalborg, Studiestart: sommerstart",189,,61,23,73,11,,2,2,16,1
7500,Professionshøjskolen University College Nordjylland,74165,"Finansøkonom, Thisted, Studiestart: sommerstart",13,,1,3,5,2,,1,,1,0
7500,Professionshøjskolen University College Nordjylland,74460,"Financial controller, Aalborg, Studiestart: sommerstart",38,,11,7,11,1,,,,7,1
7500,Professionshøjskolen University College Nordjylland,75410,"Installatør, stærkstrøm, Aalborg SV, Studiestart: sommerstart",7,,,,1,1,,5,,0,0
7500,Professionshøjskolen University College Nordjylland,75413,"Installatør, stærkstrøm, Aalborg SV, E-læring, Studiestart: vinterstart",1,,,,,,,1,,0,0
7500,Professionshøjskolen University College Nordjylland,75415,"Installatør, VVS, Aalborg SV, Studiestart: sommerstart",4,,,1,,,,3,,0,0
7500,Professionshøjskolen University College Nordjylland,75418,"Installatør, VVS, Aalborg SV, E-læring, Studiestart: vinterstart",1,1,,,,,,,,0,0
7500,Professionshøjskolen University College Nordjylland,76260,"It-teknolog, Aalborg SV, Studiestart: sommerstart",32,,5,11,5,7,,1,,3,0
7500,Professionshøjskolen University College Nordjylland,79610,"Markedsføringsøkonom, Aalborg, Studiestart: sommerstart",156,,48,11,68,9,1,1,,18,0
7500,Professionshøjskolen University College Nordjylland,79620,"Markedsføringsøkonom, Thisted, Studiestart: sommerstart",1,,1,,,,,,,0,0
7500,Professionshøjskolen University College Nordjylland,81610,"Multimediedesigner, Aalborg SV, Studiestart: sommerstart",35,,9,7,5,9,,1,,4,0
7500,Professionshøjskolen University College Nordjylland,84460,"Produktionsteknolog, Aalborg SV, Studiestart: sommerstart",14,,1,1,3,5,,3,,1,0
7500,Professionshøjskolen University College Nordjylland,84462,"Produktionsteknolog, Aalborg SV, Studiestart: vinterstart",3,,,,1,2,,,,0,0
7500,Professionshøjskolen University College Nordjylland,86210,"Serviceøkonom, Aalborg, Studiestart: sommerstart",85,,29,17,21,5,1,9,,2,1
7500,Professionshøjskolen University College Nordjylland,86212,"Serviceøkonom, Aalborg, E-læring, Studiestart: sommerstart",47,,17,14,10,,,1,1,3,1
7500,Professionshøjskolen University College Nordjylland,89090,"Sundhedsadministrativ koordinator, Aalborg Øst, Studiestart: sommerstart",40,,17,8,4,2,,5,,2,2
7500,Professionshøjskolen University College Nordjylland,89092,"Sundhedsadministrativ koordinator, Aalborg Øst, Studiestart: vinterstart",23,,12,4,2,,,3,,0,2
7820,Danmarks Medie- og Journalisthøjskole,47510,"Professionsbachelor, visuel kommunikation, København NV, Studiestart: sommerstart",93,1,64,9,9,2,4,1,1,0,2
7820,Danmarks Medie- og Journalisthøjskole,50310,"Professionsbachelor, journalist, Aarhus N, Studiestart: sommer- og vinterstart",224,3,180,6,25,5,,,2,1,2
7820,Danmarks Medie- og Journalisthøjskole,50315,"Professionsbachelor, fotojournalist, Aarhus N, Studiestart: sommerstart",12,,9,,3,,,,,0,0
7820,Danmarks Medie- og Journalisthøjskole,50745,"Professionsbachelor, kommunikation, København NV, Studiestart: vinterstart",53,,40,6,6,,1,,,0,0
7820,Danmarks Medie- og Journalisthøjskole,50750,"Professionsbachelor, kommunikation, Aarhus N, Studiestart: sommerstart",52,,41,,10,1,,,,0,0
7820,Danmarks Medie- og Journalisthøjskole,52010,"Professionsbachelor, medieproduktion og ledelse, København NV, Studiestart: sommerstart",50,,37,6,4,1,1,,1,0,0
7820,Danmarks Medie- og Journalisthøjskole,52030,"Professionsbachelor, tv- og medietilrettelæggelse, København NV, Studiestart: sommerstart",37,,31,2,2,1,,,1,0,0
7830,Den Frie Lærerskole,46510,"Lærer til de frie skoler, Vester Skerninge, Studiestart: sommerstart",65,5,32,18,1,1,,,1,2,5
7860,Maskinmesterskolen København,51010,"Professionsbachelor, maskinmester, Kgs. Lyngby, Studiestart: sommerstart",189,,68,41,14,29,2,10,,10,15
7860,Maskinmesterskolen København,51030,"Professionsbachelor, maskinmester, Sisimiut, Studiestart: sommerstart",20,,,1,,2,,4,,0,13
7870,"Svendborg International Maritime Academy, SIMAC",51110,"Professionsbachelor, maskinmester, Svendborg, Studiestart: sommerstart",69,,17,15,1,23,,2,,6,5
7870,"Svendborg International Maritime Academy, SIMAC",79710,"Professionsbachelor, skibsofficer, Svendborg, Studiestart: sommerstart",8,,1,4,1,,,,,1,1
7870,"Svendborg International Maritime Academy, SIMAC",79810,"Professionsbachelor, skibsfører, Svendborg, Studiestart: sommerstart",63,,16,26,6,5,,,,0,10
7880,Fredericia Maskinmesterskole,51200,"Professionsbachelor, maskinmester, Esbjerg, Studiestart: sommer- og vinterstart",36,,2,5,6,7,,8,,5,3
7880,Fredericia Maskinmesterskole,51210,"Professionsbachelor, maskinmester, Fredericia, Studiestart: sommer- og vinterstart",50,1,12,10,1,10,,,1,5,10
7890,Aarhus Maskinmesterskole,51260,"Professionsbachelor, maskinmester, Aarhus C, Studiestart: sommerstart",149,,45,8,16,34,,17,,22,7
7890,Aarhus Maskinmesterskole,51265,"Professionsbachelor, maskinmester, Aarhus C, Studiestart: vinterstart",64,,20,5,3,13,,13,,7,3
7890,Aarhus Maskinmesterskole,51267,"Professionsbachelor, maskinmester, Aarhus C, E-læring, Studiestart: vinterstart",19,,1,1,,1,,16,,0,0
7890,Aarhus Maskinmesterskole,51270,"Professionsbachelor, maskinmester, Viborg, Studiestart: sommer- og vinterstart",33,,5,7,3,5,1,7,,4,1
7900,MARTEC - Maritime and Polytechnic University College,51360,"Professionsbachelor, maskinmester, Frederikshavn, Studiestart: sommerstart",98,2,23,8,7,24,3,13,,8,10
7900,MARTEC - Maritime and Polytechnic University College,79890,"Professionsbachelor, skibsfører, Frederikshavn, Studiestart: sommerstart",5,,1,1,1,,,,,1,1
8000,Erhvervsakademiet Copenhagen Business Academy,45810,"Professionsbachelor, finans, København K, Studiestart: sommerstart",378,,165,47,134,9,1,1,1,18,2
8000,Erhvervsakademiet Copenhagen Business Academy,71110,"Datamatiker, Kgs. Lyngby, Studiestart: sommerstart",80,,31,23,8,12,1,3,1,0,1
8000,Erhvervsakademiet Copenhagen Business Academy,74010,"Finansøkonom, København K, Studiestart: sommerstart",420,,160,74,132,7,3,7,1,33,3
8000,Erhvervsakademiet Copenhagen Business Academy,74011,"Finansøkonom, København K, E-læring, Studiestart: sommerstart",55,,16,14,14,,2,1,1,5,2
8000,Erhvervsakademiet Copenhagen Business Academy,74022,"Finansøkonom, Rønne, Studiestart: sommerstart",13,1,3,3,2,1,1,1,,0,1
8000,Erhvervsakademiet Copenhagen Business Academy,74024,"Finansøkonom, Hillerød, Studiestart: sommerstart",80,,24,14,22,3,,,,16,1
8000,Erhvervsakademiet Copenhagen Business Academy,74400,"Financial controller, København K, Studiestart: sommerstart",84,,23,20,19,7,3,1,,10,1
8000,Erhvervsakademiet Copenhagen Business Academy,74414,"Financial controller, Hillerød, Studiestart: sommerstart",37,,16,4,6,5,,1,,4,1
8000,Erhvervsakademiet Copenhagen Business Academy,74605,"Handelsøkonom, København N, Studiestart: sommerstart",144,,51,32,33,5,1,15,,7,0
8000,Erhvervsakademiet Copenhagen Business Academy,74607,"Handelsøkonom, Hillerød, Studiestart: sommerstart",38,,13,15,6,,2,,,2,0
8000,Erhvervsakademiet Copenhagen Business Academy,77500,"Miljøteknolog, Hillerød, Studiestart: sommerstart",16,,6,6,,1,,2,,1,0
8000,Erhvervsakademiet Copenhagen Business Academy,78060,"Laborant, Hillerød, Studiestart: sommerstart",38,,10,14,,8,,2,,1,3
8000,Erhvervsakademiet Copenhagen Business Academy,78065,"Laborant, Hillerød, Studiestart: vinterstart",21,,5,12,,2,,1,,0,1
8000,Erhvervsakademiet Copenhagen Business Academy,79010,"Markedsføringsøkonom, København K, Studiestart: sommerstart",480,,224,48,156,6,7,5,3,28,3
8000,Erhvervsakademiet Copenhagen Business Academy,79060,"Markedsføringsøkonom, Kgs. Lyngby, Studiestart: sommerstart",67,,24,7,21,1,,1,,11,2
8000,Erhvervsakademiet Copenhagen Business Academy,79068,"Markedsføringsøkonom, Hillerød, Studiestart: sommerstart",31,,9,5,9,1,,1,,6,0
8000,Erhvervsakademiet Copenhagen Business Academy,81060,"Multimediedesigner, Kgs. Lyngby, Studiestart: sommerstart",102,1,56,16,6,13,3,3,,3,1
8000,Erhvervsakademiet Copenhagen Business Academy,86010,"Serviceøkonom, København N, Studiestart: sommerstart",140,1,61,35,22,2,4,5,,8,2
8000,Erhvervsakademiet Copenhagen Business Academy,86066,"Serviceøkonom, Hillerød, Studiestart: sommerstart",16,,5,5,2,,1,2,,1,0
8000,Erhvervsakademiet Copenhagen Business Academy,87010,"Logistikøkonom , København K, Studiestart: sommerstart",75,,33,13,19,2,1,1,,3,3
8100,Københavns Erhvervsakademi (KEA),41010,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, København N, Studiestart: sommerstart",260,1,116,41,21,10,11,43,,10,7
8100,Københavns Erhvervsakademi (KEA),41020,"Bygningskonstruktør, professionsbachelor i bygningskonstruktion, Hillerød, Studiestart: sommerstart",47,,12,12,7,3,,12,,1,0
8100,Københavns Erhvervsakademi (KEA),52710,"Professionsbachelor, optometri, København N, Studiestart: sommerstart",97,1,44,27,3,5,11,,,2,4
8100,Københavns Erhvervsakademi (KEA),58500,"Professionsbachelor, økonomi og It, København N, Studiestart: sommerstart",130,,60,23,35,6,5,,1,0,0
8100,Københavns Erhvervsakademi (KEA),59010,"Professionsbachelor, smykker, teknologi og business, København N, Studiestart: sommerstart",34,,21,5,2,2,2,,1,0,1
8100,Københavns Erhvervsakademi (KEA),60210,"Professionsbachelor, it-arkitektur, København N, Studiestart: sommerstart",35,,16,4,5,3,2,2,1,1,1
8100,Københavns Erhvervsakademi (KEA),70310,"Automationsteknolog, København NV, Studiestart: sommerstart",80,,16,25,9,10,1,12,,3,4
8100,Københavns Erhvervsakademi (KEA),71060,"Datamatiker, København N, Studiestart: sommerstart",175,,75,51,18,19,3,1,1,1,6
8100,Københavns Erhvervsakademi (KEA),72010,"Byggekoordinator, København N, Studiestart: sommerstart",46,,19,12,7,3,,4,1,0,0
8100,Københavns Erhvervsakademi (KEA),73010,"Designteknolog, København N, Studiestart: sommerstart",192,,111,24,35,1,10,4,2,4,1
