InstNr,InstNavn,OptNr,OptNavn,I_alt,Uoplyst,STX,HF,HHX,HTX,Andet_udland,EUD,IB,Eux,Andet
1000,Københavns Universitet,10110,"Medicin, København Ø, Studiestart: sommer- og vinterstart",650,,470,37,9,53,45,,17,1,18
1000,Københavns Universitet,10115,"Folkesundhedsvidenskab, København K, Studiestart: sommerstart",75,,65,3,2,3,,,,0,2
1000,Københavns Universitet,10117,"Farmaci, København Ø, Studiestart: sommerstart",225,,168,17,,30,2,,2,0,6
1000,Københavns Universitet,10120,"Odontologi, København Ø, Studiestart: sommerstart",100,,59,16,1,16,3,,1,0,4
1000,Københavns Universitet,10140,"Veterinærmedicin, Frederiksberg C, Studiestart: sommerstart",192,,127,12,2,29,8,,6,6,2
1000,Københavns Universitet,10150,"Sundhed og informatik, København Ø, Studiestart: sommerstart",41,1,34,1,1,4,,,,0,0
1000,Københavns Universitet,10160,"Professionsbachelor, tandplejer, København N, Studiestart: sommerstart",78,,56,13,3,2,1,1,,1,1
1000,Københavns Universitet,10205,"Biokemi, København Ø, Studiestart: sommerstart",116,,83,14,,13,2,,4,0,0
1000,Københavns Universitet,10218,"Datalogi-økonomi, København Ø, Studiestart: sommerstart",88,,53,6,11,10,2,,4,1,1
1000,Københavns Universitet,10220,"Datalogi, København Ø, Studiestart: sommerstart",220,1,114,25,15,45,5,,6,1,8
1000,Københavns Universitet,10221,"Forsikringsmatematik, København Ø, Studiestart: sommerstart",74,,41,7,9,12,,,1,0,4
1000,Københavns Universitet,10230,"Fysik, København Ø, Studiestart: sommerstart",140,,85,7,4,35,6,,2,1,0
1000,Københavns Universitet,10234,"Bioteknologi, Frederiksberg C, Studiestart: sommerstart",77,,51,5,,12,7,,2,0,0
1000,Københavns Universitet,10237,"Husdyrvidenskab, Frederiksberg C, Studiestart: sommerstart",60,,35,9,,11,2,,,3,0
1000,Københavns Universitet,10238,"Miljø- og fødevareøkonomi, Frederiksberg C, Studiestart: sommerstart",35,,30,1,4,,,,,0,0
1000,Københavns Universitet,10240,"Landskabsarkitektur, Frederiksberg C, Studiestart: sommerstart",66,,47,6,,7,2,,1,2,1
1000,Københavns Universitet,10242,"Fødevarer og ernæring, Frederiksberg C, Studiestart: sommerstart",85,,59,9,1,9,,,2,2,3
1000,Københavns Universitet,10244,"Naturressourcer, Frederiksberg C, Studiestart: sommerstart",47,,33,3,,8,3,,,0,0
1000,Københavns Universitet,10246,"Professionsbachelor, skov- og landskabsingeniør, Fredensborg, Studiestart: sommerstart",50,,38,7,2,3,,,,0,0
1000,Københavns Universitet,10247,"Professionsbachelor, skov- og landskabsingeniør, Auning, Studiestart: sommerstart",27,,19,4,2,1,,,,1,0
1000,Københavns Universitet,10250,"Biologi, København Ø, Studiestart: sommerstart",197,,131,26,,27,7,,3,0,3
1000,Københavns Universitet,10270,"Geografi og geoinformatik, København K, Studiestart: sommerstart",71,,61,3,,5,2,,,0,0
1000,Københavns Universitet,10275,"Geologi-geoscience, København K, Studiestart: sommerstart",38,,20,6,,8,2,,1,0,1
1000,Københavns Universitet,10285,"Idræt og fysisk aktivitet, København Ø, Studiestart: sommerstart",130,,113,3,4,7,2,,,0,1
1000,Københavns Universitet,10286,"Kemi, København Ø, Studiestart: sommerstart",35,,21,3,,7,1,,3,0,0
1000,Københavns Universitet,10287,"Matematik, København Ø, Studiestart: sommerstart",119,,74,9,8,21,4,,1,0,2
1000,Københavns Universitet,10288,"Matematik-økonomi, København Ø, Studiestart: sommerstart",78,,50,8,8,7,1,,1,0,3
1000,Københavns Universitet,10289,"Molekylær biomedicin, København Ø, Studiestart: sommerstart",78,,61,3,,13,1,,,0,0
1000,Københavns Universitet,10290,"Nanoscience, København Ø, Studiestart: sommerstart",17,,12,,,5,,,,0,0
1000,Københavns Universitet,10292,"Machine learning og datavidenskab, København Ø, Studiestart: sommerstart",65,,31,10,5,11,2,,4,0,2
1000,Københavns Universitet,10293,"Medicinalkemi, København Ø, Studiestart: sommerstart",53,,35,5,,11,1,,,0,1
1000,Københavns Universitet,10304,"Audiologopædi, København S, Studiestart: sommerstart",40,1,32,4,,,1,,1,0,1
1000,Københavns Universitet,10306,"Dansk, København S, Studiestart: sommerstart",169,,137,15,11,2,1,,1,0,2
1000,Københavns Universitet,10308,"Engelsk, København S, Studiestart: sommerstart",152,,123,12,5,1,2,,6,0,3
1000,Københavns Universitet,10310,"Grønlandske og arktiske studier, København S, Studiestart: sommerstart",8,,6,1,,,,,,0,1
1000,Københavns Universitet,10312,"Europæisk etnologi, København S, Studiestart: sommerstart",64,1,47,8,4,,2,,1,0,1
1000,Københavns Universitet,10314,"Film- og medievidenskab, København S, Studiestart: sommerstart",83,,63,7,8,1,1,,3,0,0
1000,Københavns Universitet,10316,"Filosofi, København S, Studiestart: sommerstart",59,1,46,7,,1,2,,1,0,1
1000,Københavns Universitet,10322,"Forhistorisk arkæologi, København S, Studiestart: sommerstart",33,,24,3,2,2,2,,,0,0
1000,Københavns Universitet,10324,"Fransk sprog og kultur, København S, Studiestart: sommerstart",30,1,27,,1,,1,,,0,0
1000,Københavns Universitet,10326,"Græsk, klassisk, København S, Studiestart: sommerstart",11,,10,1,,,,,,0,0
1000,Københavns Universitet,10332,"Historie, København S, Studiestart: sommerstart",170,,135,17,8,4,1,,1,0,4
1000,Københavns Universitet,10334,"Indianske sprog og kulturer, København S, Studiestart: sommerstart",5,,3,1,1,,,,,0,0
1000,Københavns Universitet,10338,"Italiensk sprog og kultur, København S, Studiestart: sommer- og vinterstart",16,,10,3,,1,2,,,0,0
1000,Københavns Universitet,10340,"Asienstudier (japanstudier), København S, Studiestart: sommerstart",34,,19,8,,6,,,,0,1
1000,Københavns Universitet,10341,"Moderne Indien og Sydasienstudier, København S, Studiestart: sommerstart",1,,,1,,,,,,0,0
1000,Københavns Universitet,10342,"Asienstudier (kinastudier), København S, Studiestart: sommerstart",22,1,15,2,1,,,,2,0,1
1000,Københavns Universitet,10344,"Klassisk arkæologi, København S, Studiestart: sommerstart",23,,14,3,3,1,,,2,0,0
1000,Københavns Universitet,10345,"Kommunikation og it, København S, Studiestart: sommerstart",115,,92,1,11,7,2,,,0,2
1000,Københavns Universitet,10346,"Asienstudier (koreastudier), København S, Studiestart: sommerstart",28,1,18,3,3,,1,,,0,2
1000,Københavns Universitet,10348,"Kunsthistorie, København S, Studiestart: sommerstart",64,,49,6,2,,5,,,1,1
1000,Københavns Universitet,10350,"Latin, København S, Studiestart: sommerstart",10,,8,2,,,,,,0,0
1000,Københavns Universitet,10352,"Litteraturvidenskab, København S, Studiestart: sommerstart",71,,62,6,,,2,,,0,1
1000,Københavns Universitet,10353,"Mellemøstens sprog og samfund (arabisk, hebraisk, persisk, tyrkisk), København S, Studiestart: sommerstart",48,,38,6,1,,,,2,0,1
1000,Københavns Universitet,10354,"Musikvidenskab, København S, Studiestart: sommerstart",40,,33,5,1,,1,,,0,0
1000,Københavns Universitet,10360,"Mellemøstens sprog og samfund (assyriologi, nærorientalsk arkæologi, ægyptologi), København S, Studiestart: sommerstart",16,,10,3,2,1,,,,0,0
1000,Københavns Universitet,10368,"Psykologi, København K, Studiestart: sommerstart",272,,188,38,17,9,4,,6,1,9
1000,Københavns Universitet,10370,"Pædagogik, København S, Studiestart: sommerstart",64,,57,3,4,,,,,0,0
1000,Københavns Universitet,10372,"Religionsvidenskab, København S, Studiestart: sommerstart",58,,46,4,6,,1,,,1,0
1000,Københavns Universitet,10374,"Retorik, København S, Studiestart: sommerstart",57,,48,4,4,,,,,0,1
1000,Københavns Universitet,10378,"Spansk og latinamerikansk sprog og kultur, København S, Studiestart: sommerstart",50,,34,5,10,,,,,0,1
1000,Københavns Universitet,10380,"Lingvistik, København S, Studiestart: sommerstart",34,,27,2,1,1,1,,2,0,0
1000,Københavns Universitet,10382,"Teater- og performancestudier, København S, Studiestart: sommerstart",42,,33,2,2,,3,,,0,2
1000,Københavns Universitet,10390,"Tysk sprog og kultur, København S, Studiestart: sommerstart",21,,16,5,,,,,,0,0
1000,Københavns Universitet,10393,"Østeuropastudier, København S, Studiestart: sommerstart",28,,21,5,1,1,,,,0,0
1000,Københavns Universitet,10395,"Informationsstudier, København S, Studiestart: sommerstart",62,,43,11,4,2,2,,,0,0
1000,Københavns Universitet,10410,"Jura, København S, Studiestart: sommerstart",835,,568,79,118,28,12,,15,2,13
1000,Københavns Universitet,10415,"Samfundsfag, København K, Studiestart: sommerstart",51,,41,7,2,,1,,,0,0
1000,Københavns Universitet,10420,"Statskundskab, København K, Studiestart: sommerstart",298,,243,19,19,5,6,,4,0,2
1000,Københavns Universitet,10430,"Økonomi, København K, Studiestart: sommerstart",354,1,277,14,33,16,4,,3,0,6
1000,Københavns Universitet,10435,"Sociologi, København K, Studiestart: sommerstart",130,,105,13,7,2,,,1,0,2
1000,Københavns Universitet,10440,"Antropologi, København K, Studiestart: sommerstart",90,,67,20,2,,1,,,0,0
1000,Københavns Universitet,10500,"Teologi, København S, Studiestart: sommerstart",90,1,65,16,3,3,,,1,0,1
1300,Copenhagen Business School - Handelshøjskolen,13010,"Erhvervsøkonomi, HA, Frederiksberg, Studiestart: sommerstart",760,,346,24,268,23,84,,5,3,7
1300,Copenhagen Business School - Handelshøjskolen,13015,"Erhvervsøkonomi-informationsteknologi, HA (it.), Frederiksberg, Studiestart: sommerstart",150,,86,9,30,11,11,,,2,1
1300,Copenhagen Business School - Handelshøjskolen,13020,"Erhvervsøkonomi-erhvervsret, HA (jur.), Frederiksberg, Studiestart: sommerstart",240,,136,8,78,3,8,,3,0,4
1300,Copenhagen Business School - Handelshøjskolen,13023,"Erhvervsøkonomi og markeds- og kulturanalyse, HA i markeds- og kulturanalyse, Frederiksberg, Studiestart: sommerstart",100,,40,2,53,1,3,,,0,1
1300,Copenhagen Business School - Handelshøjskolen,13025,"Erhvervsøkonomi-matematik, HA (mat.), Frederiksberg, Studiestart: sommerstart",105,,66,3,24,7,2,,,0,3
1300,Copenhagen Business School - Handelshøjskolen,13030,"Erhvervsøkonomi-filosofi, HA (fil.), Frederiksberg, Studiestart: sommerstart",80,,51,3,19,1,4,,1,0,1
1300,Copenhagen Business School - Handelshøjskolen,13035,"Erhvervsøkonomi-virksomhedskommunikation, HA (kom.), Frederiksberg, Studiestart: sommerstart",185,,109,2,60,2,7,,1,1,3
1300,Copenhagen Business School - Handelshøjskolen,13040,"Erhvervsøkonomi-psykologi, HA (psyk.), Frederiksberg, Studiestart: sommerstart",165,,99,6,38,8,8,,,1,5
1300,Copenhagen Business School - Handelshøjskolen,13045,"Erhvervsøkonomi, HA (Projektledelse), Frederiksberg, Studiestart: sommerstart",130,,68,6,50,1,3,,,0,2
1300,Copenhagen Business School - Handelshøjskolen,13055,"Business, Language and Culture, Frederiksberg, Study start: Summer start",135,1,54,,20,,32,,19,0,9
1300,Copenhagen Business School - Handelshøjskolen,13060,"International Business, Frederiksberg, Study start: Summer start",220,,49,,100,3,30,,23,0,15
1300,Copenhagen Business School - Handelshøjskolen,13070,"International Business and Politics, Frederiksberg, Study start: Summer start",140,,49,1,30,,35,,16,0,9
1300,Copenhagen Business School - Handelshøjskolen,13075,"Business Administration and Sociology, Frederiksberg, Study start: Summer start",90,,21,2,9,1,32,,14,0,11
1300,Copenhagen Business School - Handelshøjskolen,13080,"Business Administration and Service Management, Frederiksberg, Study start: Summer start",165,,19,1,19,,66,,45,0,15
1300,Copenhagen Business School - Handelshøjskolen,13085,"Business, Asian Language and Culture - International Business in Asia, Japanese/English, Frederiksberg, Study start: Summer start",30,,11,1,4,,8,,5,0,1
1300,Copenhagen Business School - Handelshøjskolen,13090,"Business, Asian Language and Culture - International Business in Asia, Chinese/English, Frederiksberg, Study start: Summer start",46,,9,,7,,15,,9,0,6
1300,Copenhagen Business School - Handelshøjskolen,13100,"Business Administration and Digital Management, Frederiksberg, Study start: Summer start",175,,26,2,31,,63,,38,0,15
1300,Copenhagen Business School - Handelshøjskolen,13280,"International Shipping and Trade, Frederiksberg, Study start: Summer start",75,,17,1,20,,19,,15,0,3
1300,Copenhagen Business School - Handelshøjskolen,13290,"Europæisk business, HA i europæisk business, Frederiksberg, Studiestart: sommerstart",190,,93,2,87,1,2,,2,1,2
1450,IT-Universitetet i København,14505,"Digital design og interaktive teknologier, København S, Studiestart: sommerstart",69,,37,7,9,8,5,,1,1,1
1450,IT-Universitetet i København,14510,"Softwareudvikling, København S, Studiestart: sommerstart",176,,73,16,12,63,3,,4,1,4
1450,IT-Universitetet i København,14515,"Global Business Informatics, København S, Study start: Summer start",70,,43,5,9,3,2,,7,0,1
1450,IT-Universitetet i København,14525,"Data Science, København S, Study start: Summer start",101,1,13,5,2,8,47,,7,0,18
1500,Danmarks Tekniske Universitet,15015,"Teknisk videnskab (civilingeniør) Byggeteknologi, Kgs. Lyngby, Studiestart: sommerstart",72,,44,3,,17,5,,1,2,0
1500,Danmarks Tekniske Universitet,15016,"Teknisk videnskab (civilingeniør) Bæredygtigt energidesign, Kgs. Lyngby, Studiestart: sommerstart",60,,34,3,2,20,,,,0,1
1500,Danmarks Tekniske Universitet,15017,"Teknisk videnskab (civilingeniør) Bygningsdesign, Kgs. Lyngby, Studiestart: sommerstart",60,,40,1,1,14,2,,,0,2
1500,Danmarks Tekniske Universitet,15020,"Teknisk videnskab (civilingeniør) Design og innovation, Kgs. Lyngby, Studiestart: sommerstart",62,,46,1,,11,4,,,0,0
1500,Danmarks Tekniske Universitet,15025,"Teknisk videnskab (civilingeniør) Elektroteknologi, Kgs. Lyngby, Studiestart: sommerstart",72,,30,3,1,32,2,,,2,2
1500,Danmarks Tekniske Universitet,15030,"Teknisk videnskab (civilingeniør) Fysik og nanoteknologi, Kgs. Lyngby, Studiestart: sommerstart",44,,23,2,2,14,2,,1,0,0
1500,Danmarks Tekniske Universitet,15033,"Teknisk videnskab (civilingeniør) Geofysik og Rumteknologi, Kgs. Lyngby, Studiestart: sommerstart",48,,27,2,,17,1,,1,0,0
1500,Danmarks Tekniske Universitet,15035,"Teknisk videnskab (civilingeniør) Kemi og teknologi, Kgs. Lyngby, Studiestart: sommerstart",73,,44,6,,22,,,1,0,0
1500,Danmarks Tekniske Universitet,15037,"Teknisk videnskab (civilingeniør) Kunstig intelligens og data, Kgs. Lyngby, Studiestart: sommerstart",90,1,47,5,3,25,4,,1,0,4
1500,Danmarks Tekniske Universitet,15040,"Teknisk videnskab (civilingeniør) Cyberteknologi, Kgs. Lyngby, Studiestart: sommerstart",30,,15,3,,10,1,,,0,1
1500,Danmarks Tekniske Universitet,15045,"Teknisk videnskab (civilingeniør) Matematik og teknologi, Kgs. Lyngby, Studiestart: sommerstart",72,,48,3,,14,5,,,0,2
1500,Danmarks Tekniske Universitet,15050,"Teknisk videnskab (civilingeniør) Medicin og teknologi, Kgs. Lyngby, Studiestart: sommerstart",120,,82,7,1,22,5,,2,0,1
1500,Danmarks Tekniske Universitet,15055,"Teknisk videnskab (civilingeniør) Miljøteknologi, Kgs. Lyngby, Studiestart: sommerstart",39,,23,6,1,5,3,,1,0,0
1500,Danmarks Tekniske Universitet,15060,"Teknisk videnskab (civilingeniør) Produktion og konstruktion, Kgs. Lyngby, Studiestart: sommerstart",74,1,40,3,2,21,1,,2,1,3
1500,Danmarks Tekniske Universitet,15065,"Teknisk videnskab (civilingeniør) Softwareteknologi, Kgs. Lyngby, Studiestart: sommerstart",98,,42,7,,41,2,,3,2,1
1500,Danmarks Tekniske Universitet,15080,"Teknisk videnskab (civilingeniør) Data science og management, Kgs. Lyngby, Studiestart: sommerstart",36,,27,2,2,,3,,1,0,1
1500,Danmarks Tekniske Universitet,15090,"Teknisk videnskab (civilingeniør) Life Science og Teknologi, Kgs. Lyngby, Studiestart: sommerstart",149,,91,4,1,47,3,,1,0,2
1500,Danmarks Tekniske Universitet,15110,"Diplomingeniør, arktisk byggeri og infrastruktur, Sisimiut, Studiestart: sommerstart",12,,2,,,1,,,1,0,8
1500,Danmarks Tekniske Universitet,15115,"Diplomingeniør, bygningsdesign, Kgs. Lyngby, Studiestart: sommerstart",78,,47,4,2,16,1,,,4,4
1500,Danmarks Tekniske Universitet,15120,"Diplomingeniør, byggeri og infrastruktur, Ballerup, Studiestart: sommerstart",131,,71,17,2,27,1,,,5,8
1500,Danmarks Tekniske Universitet,15122,"Diplomingeniør, eksport og teknologi, Ballerup, Studiestart: sommerstart",69,,44,3,22,,,,,0,0
1500,Danmarks Tekniske Universitet,15125,"Diplomingeniør, elektroteknologi, Ballerup, Studiestart: sommerstart",52,,24,5,,18,,,,2,3
1500,Danmarks Tekniske Universitet,15126,"Diplomingeniør, fiskeriteknologi, Sisimiut, Studiestart: sommerstart",4,,,1,,,,1,,0,2
1500,Danmarks Tekniske Universitet,15127,"Diplomingeniør, fødevaresikkerhed og -kvalitet, Kgs. Lyngby, Studiestart: sommerstart",25,,13,3,,6,,,1,0,2
1500,Danmarks Tekniske Universitet,15130,"Diplomingeniør, it-elektronik, Ballerup, Studiestart: sommerstart",40,,19,3,1,10,,,,3,4
1500,Danmarks Tekniske Universitet,15135,"Diplomingeniør, kemi- og bioteknik, Kgs. Lyngby, Studiestart: sommerstart",63,,30,11,,16,1,,,1,4
1500,Danmarks Tekniske Universitet,15140,"Diplomingeniør, maskinteknik, Ballerup, Studiestart: sommerstart",88,,34,6,1,29,1,,,1,16
1500,Danmarks Tekniske Universitet,15145,"Diplomingeniør, proces og innovation, Ballerup, Studiestart: sommerstart",60,,37,3,2,14,1,,1,0,2
1500,Danmarks Tekniske Universitet,15147,"Diplomingeniør, produktion (produktionsteknik), Ballerup, Studiestart: sommerstart",50,,27,2,2,14,,,,0,5
1500,Danmarks Tekniske Universitet,15150,"Diplomingeniør, kemiteknik og International Business , Kgs. Lyngby, Studiestart: sommerstart",17,,12,,,4,,,,0,1
1500,Danmarks Tekniske Universitet,15160,"Diplomingeniør, it og økonomi, Kgs. Lyngby, Studiestart: sommerstart",50,,23,7,,13,,1,,0,6
1500,Danmarks Tekniske Universitet,15165,"Diplomingeniør, mobilitet, transport og logistik, Ballerup, Studiestart: sommerstart",38,,23,4,,6,3,,,1,1
1500,Danmarks Tekniske Universitet,15170,"Diplomingeniør, elektrisk energiteknologi, Ballerup, Studiestart: sommerstart",27,,10,2,1,9,1,,,1,3
1500,Danmarks Tekniske Universitet,15175,"Diplomingeniør, softwareteknologi, Kgs. Lyngby, Studiestart: sommerstart",120,,49,14,4,36,2,,1,3,11
1500,Danmarks Tekniske Universitet,15180,"Diplomingeniør, sundhedsteknologi, Ballerup, Studiestart: sommerstart",40,,30,2,,5,1,,,0,2
1500,Danmarks Tekniske Universitet,15432,"Bachelor of Science (BSc) in Engineering (General Engineering), Kgs. Lyngby, Study start: Summer start",175,1,25,5,,11,71,,48,0,14
1600,Roskilde Universitet,16010,"Naturvidenskabelig bacheloruddannelse, Roskilde, Studiestart: sommerstart",71,,44,9,1,14,,,,0,3
1600,Roskilde Universitet,16015,"Naturvidenskabelig international bacheloruddannelse, Roskilde, Study start: Summer start",36,,,1,1,3,21,,5,0,5
1600,Roskilde Universitet,16020,"Humanistisk bacheloruddannelse, Roskilde, Studiestart: sommerstart",473,,374,38,48,4,2,,1,0,6
1600,Roskilde Universitet,16022,"Humanistisk bacheloruddannelse + journalistik + andet fag, Roskilde, Studiestart: sommerstart",67,,58,4,3,,1,,,0,1
1600,Roskilde Universitet,16025,"Humanistisk international bacheloruddannelse, Roskilde, Study start: Summer start",102,1,33,5,8,1,30,,13,0,11
1600,Roskilde Universitet,16030,"Samfundsvidenskabelig bacheloruddannelse, Roskilde, Studiestart: sommerstart",240,,170,31,25,9,3,,,2,0
1600,Roskilde Universitet,16032,"Samfundsvidenskabelig bacheloruddannelse + journalistik + andet fag, Roskilde, Studiestart: sommerstart",61,,48,6,2,1,,,3,0,1
1600,Roskilde Universitet,16035,"Samfundsvidenskabelig international bacheloruddannelse, Roskilde, Study start: Summer start",115,,19,2,7,4,40,,17,0,26
1600,Roskilde Universitet,16040,"Humanistisk-teknologisk bacheloruddannelse, Roskilde, Studiestart: sommerstart",77,,47,12,2,12,1,,,3,0
1600,Roskilde Universitet,16042,"Humanistisk-teknologisk bacheloruddannelse + journalistik + andet fag, Roskilde, Studiestart: sommerstart",15,,9,5,1,,,,,0,0
1700,Syddansk Universitet,17010,"Biologi, Odense M, Studiestart: sommerstart",78,,49,9,,16,2,,,0,2
1700,Syddansk Universitet,17015,"Biomedicin, Odense M, Studiestart: sommerstart",121,,76,11,,25,2,,4,0,3
1700,Syddansk Universitet,17020,"Datalogi, Odense M, Studiestart: sommerstart",75,,25,10,5,30,,,,0,5
1700,Syddansk Universitet,17025,"Farmaci, Odense M, Studiestart: sommerstart",79,,53,10,,16,,,,0,0
1700,Syddansk Universitet,17040,"Idræt og sundhed, Odense M, Studiestart: sommerstart",91,,62,11,6,9,,,2,1,0
1700,Syddansk Universitet,17050,"Matematik-økonomi, Odense M, Studiestart: sommerstart",38,,22,3,7,5,,,1,0,0
1700,Syddansk Universitet,17064,"Matematik og anvendt matematik, Odense M, Studiestart: sommerstart",39,,24,3,3,7,,,,0,2
1700,Syddansk Universitet,17070,"Fysik, Odense M, Studiestart: sommerstart",22,,9,5,1,7,,,,0,0
1700,Syddansk Universitet,17080,"Biokemi og molekylær biologi, Odense M, Studiestart: sommerstart",49,,35,2,,10,,,1,0,1
1700,Syddansk Universitet,17085,"Kemi, Odense M, Studiestart: sommerstart",15,,7,1,,6,1,,,0,0
1700,Syddansk Universitet,17110,"Klinisk biomekanik, Odense M, Studiestart: sommer- og vinterstart",105,,87,5,1,6,5,,,0,1
1700,Syddansk Universitet,17115,"Medicin, Odense M, Studiestart: sommer- og vinterstart",313,1,224,21,3,38,20,,3,0,3
1700,Syddansk Universitet,17117,"Medicin, Odense M, Studiestart: sommerstart",30,,18,5,,3,4,,,0,0
1700,Syddansk Universitet,17120,"Folkesundhedsvidenskab, Odense M, Studiestart: sommerstart",34,,27,3,1,,1,,1,1,0
1700,Syddansk Universitet,17200,"Psykologi, Odense M, Studiestart: sommerstart",137,,90,28,10,6,2,,1,0,0
1700,Syddansk Universitet,17210,"Dansk, Odense M, Studiestart: sommerstart",36,,24,7,4,1,,,,0,0
1700,Syddansk Universitet,17215,"Engelsk, Odense M, Studiestart: sommerstart",55,,35,6,5,4,,,5,0,0
1700,Syddansk Universitet,17217,"Amerikanske Studier, Odense M, Studiestart: sommerstart",28,,18,5,5,,,,,0,0
1700,Syddansk Universitet,17220,"Filosofi, Odense M, Studiestart: sommerstart",31,,17,4,5,,3,,,0,2
1700,Syddansk Universitet,17230,"Oldtidskundskab, Odense M, Studiestart: sommerstart",16,,11,3,,2,,,,0,0
1700,Syddansk Universitet,17235,"Historie, Odense M, Studiestart: sommerstart",80,,52,14,9,3,2,,,0,0
1700,Syddansk Universitet,17238,"Interkulturel pædagogik og dansk som andetsprog, Odense M, Studiestart: sommerstart",21,1,17,1,1,,,,,0,1
1700,Syddansk Universitet,17240,"Litteraturvidenskab, Odense M, Studiestart: sommerstart",44,,24,12,1,3,2,,,0,2
1700,Syddansk Universitet,17245,"Audiologi, Odense M, Studiestart: sommerstart",38,,22,4,,10,,,2,0,0
1700,Syddansk Universitet,17247,"Audiologopædi, Odense M, Studiestart: sommerstart",60,,45,4,8,,,,1,0,2
1700,Syddansk Universitet,17250,"Medievidenskab, Odense M, Studiestart: sommerstart",97,,68,9,13,5,1,,,0,1
1700,Syddansk Universitet,17260,"Religionsstudier, Odense M, Studiestart: sommerstart",16,,15,,1,,,,,0,0
1700,Syddansk Universitet,17270,"Tysk, Odense M, Studiestart: sommerstart",10,,9,1,,,,,,0,0
1700,Syddansk Universitet,17310,"International virksomhedskommunikation i 2 fremmedsprog, Odense M, Studiestart: sommerstart",13,,9,,4,,,,,0,0
1700,Syddansk Universitet,17312,"International virksomhedskommunikation i engelsk, Odense M, Studiestart: sommerstart",47,,32,1,9,3,1,,1,0,0
1700,Syddansk Universitet,17316,"International virksomhedskommunikation i tysk, Odense M, Studiestart: sommerstart",4,,3,,1,,,,,0,0
1700,Syddansk Universitet,17410,"Jura, Odense M, Studiestart: sommerstart",180,,99,26,42,3,2,,2,1,5
1700,Syddansk Universitet,17412,"Samfundsfag, Odense M, Studiestart: sommerstart",26,,16,6,4,,,,,0,0
1700,Syddansk Universitet,17415,"Statskundskab, Odense M, Studiestart: sommerstart",115,,85,9,11,7,2,,,0,1
1700,Syddansk Universitet,17420,"Økonomi, Odense M, Studiestart: sommerstart",45,,18,,18,5,,,,1,3
1700,Syddansk Universitet,17430,"Market and Management Anthropology, Odense M, Study start: Summer start",80,,10,2,17,1,28,,8,0,14
1700,Syddansk Universitet,17510,"Erhvervsøkonomi, HA, Odense M, Studiestart: sommerstart",266,,119,7,121,10,,1,4,3,1
1700,Syddansk Universitet,17520,"Erhvervsøkonomi-jura, HA (jur.), Odense M, Studiestart: sommerstart",56,,25,4,22,3,,,1,1,0
1700,Syddansk Universitet,17530,"Erhvervsøkonomi-erhvervssprog (negot) (SDU - Odense), Odense M, Studiestart: sommerstart",57,,30,3,24,,,,,0,0
1700,Syddansk Universitet,17610,"Journalistik, Odense M, Studiestart: sommerstart",108,,80,9,15,3,,,1,0,0
1700,Syddansk Universitet,17815,"Diplomingeniør, bygningsteknik, Odense M, Studiestart: sommerstart",61,,27,6,2,20,,,1,2,3
1700,Syddansk Universitet,17820,"Diplomingeniør, elektronik, Odense M, Studiestart: sommerstart",19,,6,1,,9,,,,0,3
1700,Syddansk Universitet,17823,"Diplomingeniør, global ledelse og design af produktionsnetværk, GMM, Odense M, Studiestart: sommerstart",34,,13,6,2,11,1,,1,0,0
1700,Syddansk Universitet,17825,"Diplomingeniør, kemi- og bioteknologi, Odense M, Studiestart: sommerstart",31,,15,2,,12,,,,0,2
1700,Syddansk Universitet,17830,"Diplomingeniør, softwareteknologi, Odense M, Studiestart: sommerstart",55,,18,12,2,22,,,,0,1
1700,Syddansk Universitet,17835,"Diplomingeniør, integreret design, Odense M, Studiestart: sommerstart",37,,20,1,,12,,,,1,3
1700,Syddansk Universitet,17840,"Diplomingeniør, maskinteknik, Odense M, Studiestart: sommerstart",33,,15,5,,10,,,,0,3
1700,Syddansk Universitet,17845,"Diplomingeniør, produktion (produktionsteknik), Odense M, Studiestart: sommerstart",39,,20,4,2,8,,,,2,3
1700,Syddansk Universitet,17850,"Diplomingeniør, elektrisk energiteknologi, Odense M, Studiestart: sommerstart",9,,2,1,,2,1,,,3,0
1700,Syddansk Universitet,17855,"Diplomingeniør, robotteknologi, Odense M, Studiestart: sommerstart",39,,12,4,1,16,,,1,1,4
1700,Syddansk Universitet,17860,"Teknisk videnskab (civilingeniør) Sundheds- og velfærdsteknologi, Odense M, Studiestart: sommerstart",28,,20,1,,6,,,1,0,0
1700,Syddansk Universitet,17865,"Teknisk videnskab (civilingeniør) Spiludvikling og læringsteknologi, Odense M, Studiestart: sommerstart",45,,16,4,3,21,,,,0,1
1700,Syddansk Universitet,17870,"Teknisk videnskab (civilingeniør) Robotteknologi, Odense M, Studiestart: sommerstart",49,,26,2,,16,,,,0,5
1700,Syddansk Universitet,17875,"Teknisk videnskab (civilingeniør) Fysik og teknologi, Odense M, Studiestart: sommerstart",15,,7,1,,4,1,,2,0,0
1700,Syddansk Universitet,17880,"Teknisk videnskab (civilingeniør) Kemi og bioteknologi, Odense M, Studiestart: sommerstart",14,,8,1,,5,,,,0,0
1700,Syddansk Universitet,17882,"Teknisk videnskab (civilingeniør) Maskinteknik, Odense M, Studiestart: sommerstart",11,,7,,1,3,,,,0,0
1700,Syddansk Universitet,17890,"Bachelor of Science (BSc) in Engineering (Product Development and Innovation), Odense M, Study start: Summer start",35,,12,,,7,9,,3,0,4
